,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Firm_Code,Boom_Date,How_Big
355,41190,KOSDAQ,우리기술투자,기타 금융업,창업자에 대한 투자 및 융자,2000-06-09,12월,이정훈,http://www.wooricapital.co.kr,서울특별시,/g/11b86rkyms,2021-03-21,1.27
356,46970,KOSDAQ,우리로,기타 전문 도매업,"광분배기(웨이퍼, 칩, 모듈), 광다이오드",2012-11-27,12월,박세철,http://www.wooriro.com,광주광역시,우리로,2021-11-28,1.01
357,131390,KOSDAQ,원익피앤이,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2차전지 공정용 장비, 산업용 정류기",2011-09-27,12월,박동찬,http://www.pnesolution.com,경기도,/g/11b_lpplx,2019-11-24,1.02
358,131390,KOSDAQ,원익피앤이,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2차전지 공정용 장비, 산업용 정류기",2011-09-27,12월,박동찬,http://www.pnesolution.com,경기도,/g/11b_lpplx,2021-02-14,1.65
359,65950,KOSDAQ,웰크론,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복",2003-07-29,12월,이영규,http://www.welcron.com,서울특별시,웰크론,2017-01-08,1.08
360,65950,KOSDAQ,웰크론,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복",2003-07-29,12월,이영규,http://www.welcron.com,서울특별시,웰크론,2018-06-24,1.35
361,65950,KOSDAQ,웰크론,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복",2003-07-29,12월,이영규,http://www.welcron.com,서울특별시,웰크론,2020-01-26,1.47
362,69080,KOSDAQ,웹젠,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)',2003-05-23,12월,김태영,http://company.webzen.com,경기도,/m/094x7_,2017-11-05,1.02
363,44340,KOSDAQ,위닉스,가정용 기기 제조업,일반목적용 기계제조업,2000-10-24,12월,"윤희종, 윤철민",http://www.e-winix.co.kr,경기도,위닉스,2017-05-07,1.4
364,44340,KOSDAQ,위닉스,가정용 기기 제조업,일반목적용 기계제조업,2000-10-24,12월,"윤희종, 윤철민",http://www.e-winix.co.kr,경기도,위닉스,2019-03-03,2.43
365,44340,KOSDAQ,위닉스,가정용 기기 제조업,일반목적용 기계제조업,2000-10-24,12월,"윤희종, 윤철민",http://www.e-winix.co.kr,경기도,위닉스,2021-02-14,1.47
366,112040,KOSDAQ,위메이드,소프트웨어 개발 및 공급업,미르의전설2,2009-12-18,12월,장현국,http://corp.wemade.com,경기도,/m/04l4d7,2017-04-16,0.93
367,112040,KOSDAQ,위메이드,소프트웨어 개발 및 공급업,미르의전설2,2009-12-18,12월,장현국,http://corp.wemade.com,경기도,/m/04l4d7,2021-08-29,2.2
368,36090,KOSDAQ,위지트,특수 목적용 기계 제조업,LCD 반도체,1999-12-10,12월,김상우,http://www.wizit.co.kr,인천광역시,위지트,2017-12-10,1.18
369,36090,KOSDAQ,위지트,특수 목적용 기계 제조업,LCD 반도체,1999-12-10,12월,김상우,http://www.wizit.co.kr,인천광역시,위지트,2020-12-13,1.33
370,136540,KOSDAQ,윈스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네크워크보안장비(IPS, 안티 DDoS)",2011-05-02,12월,김대연,http://www.wins21.co.kr,경기도,윈스,2018-03-04,1.05
371,136540,KOSDAQ,윈스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네크워크보안장비(IPS, 안티 DDoS)",2011-05-02,12월,김대연,http://www.wins21.co.kr,경기도,윈스,2021-09-05,1.19
372,36200,KOSDAQ,유니셈,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),1999-12-10,12월,"김형균,이양구(각자대표)",http://www.unisem.co.kr,경기도,/g/11bycytlxz,2017-01-29,1.06
373,36200,KOSDAQ,유니셈,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),1999-12-10,12월,"김형균,이양구(각자대표)",http://www.unisem.co.kr,경기도,/g/11bycytlxz,2018-07-15,1.04
374,36200,KOSDAQ,유니셈,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),1999-12-10,12월,"김형균,이양구(각자대표)",http://www.unisem.co.kr,경기도,/g/11bycytlxz,2021-01-24,1.16
375,18000,KOSDAQ,유니슨,일반 목적용 기계 제조업,"풍력발전기, 풍력타워",1996-01-10,12월,허화도,http://www.unison.co.kr,경상남도,유니슨,2020-08-23,1.15
376,11320,KOSDAQ,유니크,자동차 신품 부품 제조업,"EGR밸브, 유압솔레노이드밸브, 퓨얼벤트밸브, 퓨얼컷트밸브, 체크밸브, 케니스타 등",1993-12-29,12월,안정구,http://www.unick.co.kr,경상남도,유니크,2021-09-26,1.82
377,86390,KOSDAQ,유니테스트,특수 목적용 기계 제조업,"반도체메모리주검사장비생산(메모리컴포넌트테스터,메모리모듈테스트)",2006-12-05,12월,김종현,http://www.uni-test.com,경기도,유니테스트,2017-02-05,1.04
378,86390,KOSDAQ,유니테스트,특수 목적용 기계 제조업,"반도체메모리주검사장비생산(메모리컴포넌트테스터,메모리모듈테스트)",2006-12-05,12월,김종현,http://www.uni-test.com,경기도,유니테스트,2021-02-14,1.15
379,32620,KOSDAQ,유비케어,소프트웨어 개발 및 공급업,"의사랑,유팜,미소몰",1997-05-02,12월,이상경 대표이사,http://www.ubcare.co.kr,서울특별시,/g/11b_ksj0j,2018-05-06,1.24
380,32620,KOSDAQ,유비케어,소프트웨어 개발 및 공급업,"의사랑,유팜,미소몰",1997-05-02,12월,이상경 대표이사,http://www.ubcare.co.kr,서울특별시,/g/11b_ksj0j,2020-04-12,1.26
381,54930,KOSDAQ,유신,"건축기술, 엔지니어링 및 관련 기술 서비스업",토목설계 및 감리,2002-01-15,12월,"한영수, 박석성(각자대표)",http://www.yooshin.co.kr,서울특별시,유신,2020-07-05,1.79
382,56080,KOSDAQ,유진로봇,특수 목적용 기계 제조업,"청소로봇, 완구류외",2001-11-13,12월,박성주,http://www.yujinrobot.com,인천광역시,유진로봇,2017-03-19,1.03
383,56080,KOSDAQ,유진로봇,특수 목적용 기계 제조업,"청소로봇, 완구류외",2001-11-13,12월,박성주,http://www.yujinrobot.com,인천광역시,유진로봇,2018-06-03,1.32
384,56080,KOSDAQ,유진로봇,특수 목적용 기계 제조업,"청소로봇, 완구류외",2001-11-13,12월,박성주,http://www.yujinrobot.com,인천광역시,유진로봇,2021-02-28,1.12
385,84370,KOSDAQ,유진테크,특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD,2006-01-17,12월,엄평용,http://www.eugenetech.co.kr,경기도,유진테크,2017-12-03,1.02
386,84370,KOSDAQ,유진테크,특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD,2006-01-17,12월,엄평용,http://www.eugenetech.co.kr,경기도,유진테크,2020-07-19,1.15
387,88390,KOSDAQ,이녹스,그외 기타 운송장비 제조업,"FPCB소재,반도체PKG소재,디스플레이소재,OLED소재",2006-10-20,12월,박정진,http://www.innoxcorp.com,충청남도,이녹스,2017-11-19,1.27
388,88390,KOSDAQ,이녹스,그외 기타 운송장비 제조업,"FPCB소재,반도체PKG소재,디스플레이소재,OLED소재",2006-10-20,12월,박정진,http://www.innoxcorp.com,충청남도,이녹스,2020-09-27,1.03
389,115610,KOSDAQ,이미지스,반도체 제조업,"터치스크린칩, 햅틱칩",2010-02-26,12월,김정철,http://imagis.co.kr,경기도,이미지스,2017-07-30,1.12
390,115610,KOSDAQ,이미지스,반도체 제조업,"터치스크린칩, 햅틱칩",2010-02-26,12월,김정철,http://imagis.co.kr,경기도,이미지스,2020-11-15,1.48
391,115610,KOSDAQ,이미지스,반도체 제조업,"터치스크린칩, 햅틱칩",2010-02-26,12월,김정철,http://imagis.co.kr,경기도,이미지스,2021-11-28,1.67
392,78020,KOSDAQ,이베스트투자증권,금융 지원 서비스업,유가증권위탁매매,2007-02-21,12월,김원규,http://www.ebestsec.co.kr,서울특별시,이베스트투자증권,2018-07-15,1.04
393,78020,KOSDAQ,이베스트투자증권,금융 지원 서비스업,유가증권위탁매매,2007-02-21,12월,김원규,http://www.ebestsec.co.kr,서울특별시,이베스트투자증권,2020-08-02,1.44
394,78020,KOSDAQ,이베스트투자증권,금융 지원 서비스업,유가증권위탁매매,2007-02-21,12월,김원규,http://www.ebestsec.co.kr,서울특별시,이베스트투자증권,2021-10-31,1.14
395,80010,KOSDAQ,이상네트웍스,상품 중개업,기업간전자상거래서비스,2005-09-30,12월,김기배,http://www.e-sang.net,서울특별시,/g/11gz4pnw9,2017-05-07,1.15
396,80010,KOSDAQ,이상네트웍스,상품 중개업,기업간전자상거래서비스,2005-09-30,12월,김기배,http://www.e-sang.net,서울특별시,/g/11gz4pnw9,2018-07-29,1.11
397,86890,KOSDAQ,이수앱지스,의료용품 및 기타 의약 관련제품 제조업,"항체치료제,효소치료제",2009-02-03,12월,이석주,http://www.abxis.com,경기도,/m/0nbddhl,2021-02-14,2.56
398,47560,KOSDAQ,이스트소프트,소프트웨어 개발 및 공급업,"온라인게임(카발온라인),알툴즈S/W,스토리지S/W",2008-07-01,12월,정상원,,서울특별시,/m/064_cb,2017-05-14,1.01
399,47560,KOSDAQ,이스트소프트,소프트웨어 개발 및 공급업,"온라인게임(카발온라인),알툴즈S/W,스토리지S/W",2008-07-01,12월,정상원,,서울특별시,/m/064_cb,2019-04-28,1.32
400,91120,KOSDAQ,이엠텍,전자부품 제조업,"마이크로스피커,리시버",2007-05-02,12월,"정승규, 이석근",http://www.em-tech.co.kr,경상남도,이엠텍,2019-03-03,1.13
401,91120,KOSDAQ,이엠텍,전자부품 제조업,"마이크로스피커,리시버",2007-05-02,12월,"정승규, 이석근",http://www.em-tech.co.kr,경상남도,이엠텍,2020-12-20,1.49
402,96040,KOSDAQ,이트론,기타 전문 도매업,컴퓨터 및 주변장치 제조,2008-01-25,12월,김명종,http://www.e-trons.co.kr,서울특별시,/g/11bv3016h5,2016-12-18,1.14
403,96040,KOSDAQ,이트론,기타 전문 도매업,컴퓨터 및 주변장치 제조,2008-01-25,12월,김명종,http://www.e-trons.co.kr,서울특별시,/g/11bv3016h5,2020-10-25,1.14
404,96040,KOSDAQ,이트론,기타 전문 도매업,컴퓨터 및 주변장치 제조,2008-01-25,12월,김명종,http://www.e-trons.co.kr,서울특별시,/g/11bv3016h5,2021-11-07,1.33
405,24810,KOSDAQ,이화전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",무정전전원공급장치,1994-12-29,12월,김성규,http://www.eti21.com,서울특별시,/g/11b87g6cq8,2021-02-14,2.56
406,41830,KOSDAQ,인바디,의료용 기기 제조업,정밀 체성분 분석기,2000-12-14,12월,차기철,http://www.inbody.com,서울특별시,인바디,2020-07-05,1.1
407,60150,KOSDAQ,인선이엔티,폐기물 처리업,건축폐기물처리,2002-06-14,12월,이준길,http://www.insun.co.kr,경기도,인선이엔티,2018-02-25,1.0
408,60150,KOSDAQ,인선이엔티,폐기물 처리업,건축폐기물처리,2002-06-14,12월,이준길,http://www.insun.co.kr,경기도,인선이엔티,2019-06-02,0.99
409,60150,KOSDAQ,인선이엔티,폐기물 처리업,건축폐기물처리,2002-06-14,12월,이준길,http://www.insun.co.kr,경기도,인선이엔티,2020-08-02,1.15
410,83640,KOSDAQ,인콘,통신 및 방송 장비 제조업,영상보안장비 및 영상보안솔루션,2005-12-27,12월,도중식,http://www.in-con.biz,경기도,인콘,2019-04-28,1.16
411,83640,KOSDAQ,인콘,통신 및 방송 장비 제조업,영상보안장비 및 영상보안솔루션,2005-12-27,12월,도중식,http://www.in-con.biz,경기도,인콘,2020-07-05,1.33
412,17250,KOSDAQ,인터엠,영상 및 음향기기 제조업,음향기기,1996-01-03,09월,조남용,http://www.inter-m.co.kr,경기도,인터엠,2017-01-15,1.1
413,35080,KOSDAQ,인터파크,무점포 소매업,전자상거래,1999-07-05,12월,"이기형, 강동화(각자 대표이사)",http://www.interpark.com,서울특별시,/m/08rv6f,2016-12-18,1.14
414,35080,KOSDAQ,인터파크,무점포 소매업,전자상거래,1999-07-05,12월,"이기형, 강동화(각자 대표이사)",http://www.interpark.com,서울특별시,/m/08rv6f,2018-06-24,1.0
415,35080,KOSDAQ,인터파크,무점포 소매업,전자상거래,1999-07-05,12월,"이기형, 강동화(각자 대표이사)",http://www.interpark.com,서울특별시,/m/08rv6f,2019-09-22,2.04
416,35080,KOSDAQ,인터파크,무점포 소매업,전자상거래,1999-07-05,12월,"이기형, 강동화(각자 대표이사)",http://www.interpark.com,서울특별시,/m/08rv6f,2021-10-17,1.08
417,51370,KOSDAQ,인터플렉스,전자부품 제조업,연성회로기판(Flexible PCB),2003-01-22,12월,신일운,http://www.interflex.co.kr,경기도,/g/11gy_hwsf,2017-09-10,1.07
418,48530,KOSDAQ,인트론바이오,기초 의약물질 및 생물학적 제제 제조업,"바이오 신약, 분자진단제품, 동물용항생제대체재",2011-01-26,12월,"윤성준, 윤경원(각자대표)",http://www.intron.co.kr/,경기도,/g/11b_kh0q0,2017-02-26,1.39
419,71200,KOSDAQ,인피니트헬스케어,소프트웨어 개발 및 공급업,의료영상저장전송시스템(PACS),2010-05-26,12월,"홍기태,김동욱",http://infinitt.com,서울특별시,/g/11cjkq0kp7,2017-04-16,1.08
420,71200,KOSDAQ,인피니트헬스케어,소프트웨어 개발 및 공급업,의료영상저장전송시스템(PACS),2010-05-26,12월,"홍기태,김동욱",http://infinitt.com,서울특별시,/g/11cjkq0kp7,2018-04-29,1.04
421,58450,KOSDAQ,일야,통신 및 방송 장비 제조업,"컴퓨터, 복사기 등의 부품",2002-01-17,12월,강정훈,http://www.ilya.co.kr,인천광역시,일야,2017-06-11,1.02
422,58450,KOSDAQ,일야,통신 및 방송 장비 제조업,"컴퓨터, 복사기 등의 부품",2002-01-17,12월,강정훈,http://www.ilya.co.kr,인천광역시,일야,2019-03-17,1.52
423,58450,KOSDAQ,일야,통신 및 방송 장비 제조업,"컴퓨터, 복사기 등의 부품",2002-01-17,12월,강정훈,http://www.ilya.co.kr,인천광역시,일야,2020-06-21,0.98
424,58450,KOSDAQ,일야,통신 및 방송 장비 제조업,"컴퓨터, 복사기 등의 부품",2002-01-17,12월,강정훈,http://www.ilya.co.kr,인천광역시,일야,2021-08-22,1.17
425,95700,KOSDAQ,제넥신,자연과학 및 공학 연구개발업,항체융합단백질 치료제 및 유전자치료 백신개발,2009-09-15,12월,우정원,http://genexine.com,경기도,/g/11bc72k7wz,2020-07-26,1.62
426,123330,KOSDAQ,제닉,기타 화학제품 제조업,"하이드로겔 마스크 팩, 기타화장품",2011-08-03,12월,"박소은, 허남 (공동 대표이사)",http://genic21.com,경기도,제닉,2019-03-24,1.01
427,79370,KOSDAQ,제우스,특수 목적용 기계 제조업,LCD제조용장비,2006-02-01,12월,이종우,http://www.globalzeus.com,경기도,제우스,2021-07-11,1.2
428,33320,KOSDAQ,제이씨현시스템,기계장비 및 관련 물품 도매업,"메인보드, 그래픽카드",1997-11-10,12월,차중석,http://www.jchyun.com,서울특별시,/g/122vlsf2,2017-11-19,1.39
429,26040,KOSDAQ,제이에스티나,귀금속 및 장신용품 제조업,"주얼리,가죽제품,손목시계",1999-12-21,12월,"대표이사 김유미, 장호선 각자대표",http://www.jestina.co.kr,서울특별시,/g/121rpv4t,2017-10-08,1.06
430,26040,KOSDAQ,제이에스티나,귀금속 및 장신용품 제조업,"주얼리,가죽제품,손목시계",1999-12-21,12월,"대표이사 김유미, 장호선 각자대표",http://www.jestina.co.kr,서울특별시,/g/121rpv4t,2020-01-12,1.03
431,89790,KOSDAQ,제이티,특수 목적용 기계 제조업,반도체장비(Burn-in Sorter 등),2006-10-27,12월,유홍준,http://www.jtcorp.co.kr,충청남도,제이티,2020-07-19,1.15
432,80220,KOSDAQ,제주반도체,반도체 제조업,"모바일용 LP DDR SDRAM, CRAM, SRAM",2005-02-01,12월,"박성식, 조형섭(각자 대표)",http://www.jeju-semi.com,제주특별자치도,/m/0ryrl_w,2021-03-28,1.04
433,34940,KOSDAQ,조아제약,의약품 제조업,"의약품,의약부외품,보건보조식품,위생용품의제조판매",1999-08-13,12월,"조성환, 조성배(각자대표)",http://www.choa.co.kr,서울특별시,/g/11b_lw5p7,2017-07-23,1.08
434,34940,KOSDAQ,조아제약,의약품 제조업,"의약품,의약부외품,보건보조식품,위생용품의제조판매",1999-08-13,12월,"조성환, 조성배(각자대표)",http://www.choa.co.kr,서울특별시,/g/11b_lw5p7,2020-06-28,1.33
435,36930,KOSDAQ,주성엔지니어링,특수 목적용 기계 제조업,LP CVD,1999-12-24,12월,황철주,http://www.jseng.com,경기도,주성엔지니어링,2016-12-18,1.03
436,36930,KOSDAQ,주성엔지니어링,특수 목적용 기계 제조업,LP CVD,1999-12-24,12월,황철주,http://www.jseng.com,경기도,주성엔지니어링,2021-01-17,1.08
437,72020,KOSDAQ,중앙백신,기초 의약물질 및 생물학적 제제 제조업,동물용백신,2003-10-31,12월,윤인중,http://www.cavac.co.kr,대전광역시,중앙백신,2017-01-29,1.08
438,72020,KOSDAQ,중앙백신,기초 의약물질 및 생물학적 제제 제조업,동물용백신,2003-10-31,12월,윤인중,http://www.cavac.co.kr,대전광역시,중앙백신,2019-05-12,1.01
439,43610,KOSDAQ,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털 음악 서비스 및 음원유통,2000-07-20,12월,조훈,http://www.geniemusic.co.kr,서울특별시,/g/11gyxk3s1,2018-11-04,2.38
440,43610,KOSDAQ,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털 음악 서비스 및 음원유통,2000-07-20,12월,조훈,http://www.geniemusic.co.kr,서울특별시,/g/11gyxk3s1,2020-09-20,1.02
441,36180,KOSDAQ,지더블유바이텍,기계장비 및 관련 물품 도매업,"무선통신,방송및응용장치제조업",1999-12-21,12월,김정국,http://www.younginfrontier.com,서울특별시,/g/11byd0brf8,2019-05-19,1.19
442,65060,KOSDAQ,지엔코,봉제의복 제조업,"캐쥬얼의류(Thursday Island, TI FOR MEN)",2002-05-28,12월,김석주 장지혁 (각자대표이사),"http://www.gnco.co.kr,www.thursdayisland.com",서울특별시,지엔코,2016-12-04,1.44
443,65060,KOSDAQ,지엔코,봉제의복 제조업,"캐쥬얼의류(Thursday Island, TI FOR MEN)",2002-05-28,12월,김석주 장지혁 (각자대표이사),"http://www.gnco.co.kr,www.thursdayisland.com",서울특별시,지엔코,2017-12-10,1.06
444,65060,KOSDAQ,지엔코,봉제의복 제조업,"캐쥬얼의류(Thursday Island, TI FOR MEN)",2002-05-28,12월,김석주 장지혁 (각자대표이사),"http://www.gnco.co.kr,www.thursdayisland.com",서울특별시,지엔코,2018-12-16,1.06
445,65060,KOSDAQ,지엔코,봉제의복 제조업,"캐쥬얼의류(Thursday Island, TI FOR MEN)",2002-05-28,12월,김석주 장지혁 (각자대표이사),"http://www.gnco.co.kr,www.thursdayisland.com",서울특별시,지엔코,2021-03-28,1.22
446,115450,KOSDAQ,지트리비앤티,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,,경기도,/g/11b_l7hbm,2017-09-03,1.04
447,115450,KOSDAQ,지트리비앤티,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,,경기도,/g/11b_l7hbm,2019-03-24,1.29
448,115450,KOSDAQ,지트리비앤티,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,,경기도,/g/11b_l7hbm,2020-06-14,1.04
449,115450,KOSDAQ,지트리비앤티,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,,경기도,/g/11b_l7hbm,2021-08-01,1.18
450,85660,KOSDAQ,차바이오텍,기초 의약물질 및 생물학적 제제 제조업,"세포치료제 개발, 제대혈 보관 등",2005-12-27,12월,오상훈 (단독대표),http://www.chabio.com,서울특별시,/g/11b8733n82,2018-01-07,1.07
451,85660,KOSDAQ,차바이오텍,기초 의약물질 및 생물학적 제제 제조업,"세포치료제 개발, 제대혈 보관 등",2005-12-27,12월,오상훈 (단독대표),http://www.chabio.com,서울특별시,/g/11b8733n82,2021-06-27,1.42
452,94850,KOSDAQ,참좋은여행,여행사 및 기타 여행보조 서비스업,여행상품,2007-04-30,12월,이상호,http://www.verygoodtourcompany.com,서울특별시,참좋은여행,2017-05-21,1.27
453,94850,KOSDAQ,참좋은여행,여행사 및 기타 여행보조 서비스업,여행상품,2007-04-30,12월,이상호,http://www.verygoodtourcompany.com,서울특별시,참좋은여행,2019-05-26,1.56
454,47820,KOSDAQ,초록뱀미디어,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급,2002-12-24,12월,"김상헌,최진욱 (각자대표이사)",http://www.chorokbaem.com,서울특별시,/g/122xqj67,2016-12-11,0.69
455,47820,KOSDAQ,초록뱀미디어,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급,2002-12-24,12월,"김상헌,최진욱 (각자대표이사)",http://www.chorokbaem.com,서울특별시,/g/122xqj67,2020-02-16,1.76
456,47820,KOSDAQ,초록뱀미디어,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급,2002-12-24,12월,"김상헌,최진욱 (각자대표이사)",http://www.chorokbaem.com,서울특별시,/g/122xqj67,2021-03-28,0.93
457,16920,KOSDAQ,카스,기계장비 및 관련 물품 도매업,"전자저울,로드셀",1990-01-04,12월,김태인,http://www.cas.co.kr,경기도,카스,2018-07-22,1.15
458,16920,KOSDAQ,카스,기계장비 및 관련 물품 도매업,"전자저울,로드셀",1990-01-04,12월,김태인,http://www.cas.co.kr,경기도,카스,2020-12-20,1.02
459,50110,KOSDAQ,캠시스,전자부품 제조업,휴대폰용 카메라모듈,2001-05-17,12월,박영태 (단일대표),http://www.cammsys.net,인천광역시,/g/11b_kzfjt,2017-05-07,1.08
460,50110,KOSDAQ,캠시스,전자부품 제조업,휴대폰용 카메라모듈,2001-05-17,12월,박영태 (단일대표),http://www.cammsys.net,인천광역시,/g/11b_kzfjt,2020-05-24,1.11
461,78340,KOSDAQ,컴투스,소프트웨어 개발 및 공급업,모바일게임,2007-07-06,12월,"송재준, 이주환",http://www.com2us.com,서울특별시,컴투스,2020-11-29,1.03
462,214370,KOSDAQ,케어젠,기초 의약물질 및 생물학적 제제 제조업,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",2015-11-17,12월,정용지,http://caregen.co.kr,경기도,/g/11bwysbl3v,2018-10-28,1.28
463,214370,KOSDAQ,케어젠,기초 의약물질 및 생물학적 제제 제조업,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",2015-11-17,12월,정용지,http://caregen.co.kr,경기도,/g/11bwysbl3v,2020-08-02,1.09
464,93320,KOSDAQ,케이아이엔엑스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷연동서비스 등,2011-02-08,12월,김지욱,http://www.kinx.net,서울특별시,/g/11gz1v91l,2020-05-24,1.23
465,83550,KOSDAQ,케이엠,기타 섬유제품 제조업,클린룸용Wiper,2005-12-20,12월,신병순,http://kmbiz.com,강원도,케이엠,2020-01-26,1.15
466,36030,KOSDAQ,케이티알파,상품 중개업,"커머스, 콘텐츠, ICT",1999-12-24,12월,정기호,http://www.ktalpha.com,서울특별시,/m/0nbgcw2,2017-09-03,1.15
467,36030,KOSDAQ,케이티알파,상품 중개업,"커머스, 콘텐츠, ICT",1999-12-24,12월,정기호,http://www.ktalpha.com,서울특별시,/m/0nbgcw2,2020-08-09,1.18
468,52400,KOSDAQ,코나아이,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템",2001-10-18,12월,조정일,http://www.konai.co.kr,서울특별시,/g/112yd2x8b,2017-02-19,1.01
469,52400,KOSDAQ,코나아이,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템",2001-10-18,12월,조정일,http://www.konai.co.kr,서울특별시,/g/112yd2x8b,2020-02-23,1.33
470,52400,KOSDAQ,코나아이,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템",2001-10-18,12월,조정일,http://www.konai.co.kr,서울특별시,/g/112yd2x8b,2021-03-28,1.14
471,47770,KOSDAQ,코데즈컴바인,봉제의복 제조업,패션의류,2001-09-18,12월,박영환,http://www.codes-combine.co.kr,서울특별시,코데즈컴바인,2017-12-03,1.52
472,27050,KOSDAQ,코리아나,기타 화학제품 제조업,화장품,1999-12-10,12월,유학수,http://www.coreana.co.kr,충청남도,코리아나,2016-12-04,1.67
